person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
60,42696,RENT,5.3,VENTURE,E,31300,7.24,0.733,N,6,0
40,57187,RENT,5.0,PERSONAL,C,15533,8.61,0.272,N,13,1
37,43506,RENT,6.5,MEDICAL,B,7269,14.03,0.167,N,26,0
46,75530,RENT,3.5,EDUCATION,A,6899,9.25,0.091,N,9,0
32,62177,RENT,2.6,DEBTCONSOLIDATION,D,9741,11.95,0.157,Y,6,1
25,64530,RENT,10.8,VENTURE,B,14759,10.3,0.229,N,3,0
33,52899,RENT,8.3,MEDICAL,B,29067,9.86,0.549,N,25,1
42,31004,RENT,7.7,PERSONAL,B,13519,14.9,0.436,Y,2,1
44,36606,RENT,5.4,MEDICAL,C,15445,11.2,0.422,N,13,1
25,30257,RENT,3.6,MEDICAL,D,14117,9.25,0.467,N,23,0
62,28756,OTHER,4.9,MEDICAL,B,17378,12.17,0.604,N,25,0
64,61338,MORTGAGE,1.9,EDUCATION,E,26975,5.0,0.44,Y,25,0
61,31435,RENT,16.1,VENTURE,B,27582,8.65,0.877,N,28,1
51,86392,RENT,10.6,PERSONAL,B,26203,7.27,0.303,N,8,0
38,19555,RENT,18.7,EDUCATION,A,6223,14.24,0.318,N,8,0
36,10239,OTHER,4.4,HOMEIMPROVEMENT,D,26279,7.5,2.567,N,6,1
21,18492,RENT,4.8,DEBTCONSOLIDATION,B,30962,,1.674,N,4,1
20,48643,RENT,1.8,DEBTCONSOLIDATION,C,12181,10.4,0.25,Y,8,1
47,49895,MORTGAGE,11.0,VENTURE,D,8576,10.44,0.172,N,25,0
40,22445,RENT,4.6,PERSONAL,G,34866,13.61,1.553,N,6,1
62,28906,MORTGAGE,6.5,HOMEIMPROVEMENT,A,6502,8.18,0.225,N,24,1
35,45731,MORTGAGE,0.6,MEDICAL,G,13275,11.49,0.29,N,17,1
53,26882,RENT,4.8,HOMEIMPROVEMENT,A,12551,7.79,0.467,N,27,0
35,27613,MORTGAGE,10.3,MEDICAL,D,18647,14.01,0.675,N,20,1
63,55423,RENT,6.3,HOMEIMPROVEMENT,A,2373,11.31,0.043,N,12,1
22,47679,MORTGAGE,5.3,VENTURE,D,34785,10.37,0.73,N,27,0
31,43977,RENT,1.8,MEDICAL,A,19062,12.91,0.433,N,13,0
53,34143,RENT,11.3,MEDICAL,C,28713,5.0,0.841,N,25,0
63,53275,RENT,0.8,HOMEIMPROVEMENT,C,30232,8.98,0.567,N,25,0
40,34793,RENT,14.5,EDUCATION,B,28622,14.53,0.823,Y,28,1
58,26059,RENT,6.2,DEBTCONSOLIDATION,C,14193,10.44,0.545,N,3,0
61,43559,MORTGAGE,2.2,PERSONAL,D,19904,11.81,0.457,N,27,0
21,67356,RENT,12.6,EDUCATION,A,5695,6.8,0.085,N,20,0
36,49274,RENT,16.1,EDUCATION,A,829,10.85,0.017,N,20,0
63,29628,MORTGAGE,4.8,DEBTCONSOLIDATION,E,14438,6.63,0.487,N,16,1
24,39350,RENT,1.6,VENTURE,C,26268,10.17,0.668,N,14,1
62,30143,RENT,6.4,VENTURE,A,25179,9.42,0.835,N,13,1
43,82199,RENT,,DEBTCONSOLIDATION,F,6483,5.22,0.079,N,2,0
49,53321,MORTGAGE,18.6,DEBTCONSOLIDATION,A,13824,12.6,0.259,N,24,0
64,41800,RENT,8.0,DEBTCONSOLIDATION,B,11774,5.0,0.282,N,18,0
44,52378,RENT,9.9,MEDICAL,B,7855,13.95,0.15,N,16,0
48,40366,RENT,9.1,HOMEIMPROVEMENT,A,11689,,0.29,Y,11,0
20,39362,MORTGAGE,10.8,PERSONAL,B,27550,12.06,0.7,N,25,0
46,106251,OWN,,MEDICAL,G,18981,9.32,0.179,N,20,0
31,123676,RENT,6.6,PERSONAL,A,12050,11.52,0.097,Y,17,0
57,85910,RENT,6.9,EDUCATION,B,28202,10.6,0.328,N,22,0
53,39177,MORTGAGE,7.8,PERSONAL,C,15618,10.95,0.399,N,4,1
63,67329,RENT,1.1,DEBTCONSOLIDATION,D,5868,10.27,0.087,N,14,0
55,36818,RENT,11.9,DEBTCONSOLIDATION,B,5234,8.76,0.142,N,4,1
24,60811,RENT,14.0,PERSONAL,C,24338,10.89,0.4,N,8,0
58,54318,RENT,6.4,DEBTCONSOLIDATION,E,14540,8.0,0.268,N,4,0
41,115734,RENT,2.0,EDUCATION,B,22939,14.63,0.198,N,15,0
53,25183,RENT,13.3,DEBTCONSOLIDATION,A,6224,5.19,0.247,N,18,0
23,61522,OTHER,2.1,DEBTCONSOLIDATION,A,31642,12.95,0.514,N,2,0
37,18661,RENT,6.8,MEDICAL,A,8541,9.38,0.458,Y,29,1
37,63785,MORTGAGE,10.3,MEDICAL,B,19868,13.19,0.311,N,22,1
46,33701,RENT,4.5,DEBTCONSOLIDATION,B,11891,15.5,0.353,N,25,1
50,42958,RENT,2.1,EDUCATION,E,9639,13.34,0.224,N,7,1
54,40726,MORTGAGE,7.0,MEDICAL,G,5090,10.88,0.125,N,16,1
25,36213,OWN,4.2,DEBTCONSOLIDATION,E,8293,5.0,0.229,Y,27,1
61,43328,OTHER,5.2,EDUCATION,A,10738,,0.248,N,28,0
38,48847,RENT,3.2,PERSONAL,B,31825,15.08,0.652,N,19,1
31,30694,MORTGAGE,9.8,EDUCATION,C,3524,12.26,0.115,N,15,0
40,55383,RENT,9.4,EDUCATION,A,15684,12.19,0.283,N,21,0
35,52490,MORTGAGE,2.1,EDUCATION,A,32125,,0.612,N,20,1
42,19783,RENT,5.4,DEBTCONSOLIDATION,B,11022,,0.557,N,4,0
49,53854,MORTGAGE,4.9,PERSONAL,C,21121,11.18,0.392,Y,17,0
30,10928,RENT,9.2,PERSONAL,E,22062,15.29,2.019,N,13,1
45,99504,MORTGAGE,3.8,DEBTCONSOLIDATION,C,6438,12.58,0.065,Y,4,0
47,21702,RENT,18.9,EDUCATION,D,13017,6.08,0.6,N,26,0
31,95214,MORTGAGE,7.5,MEDICAL,A,26080,15.03,0.274,Y,9,0
43,133907,RENT,8.8,VENTURE,D,22235,10.74,0.166,N,28,0
28,45663,MORTGAGE,1.8,PERSONAL,F,3478,17.26,0.076,N,8,1
28,38257,RENT,15.2,DEBTCONSOLIDATION,C,29600,12.6,0.774,N,19,1
37,50307,OWN,,EDUCATION,B,14508,11.24,0.288,N,20,0
61,43043,MORTGAGE,6.6,MEDICAL,A,21728,14.89,0.505,N,27,1
64,170182,RENT,1.4,DEBTCONSOLIDATION,G,34222,6.17,0.201,N,5,0
61,66959,MORTGAGE,2.1,EDUCATION,C,34280,13.09,0.512,Y,12,0
55,39162,OWN,2.6,MEDICAL,A,18763,6.04,0.479,Y,26,0
27,87513,RENT,2.1,EDUCATION,D,6693,13.34,0.076,N,6,1
60,50839,RENT,3.8,EDUCATION,E,1274,11.28,0.025,N,6,0
26,16711,RENT,10.6,DEBTCONSOLIDATION,C,7090,14.89,0.424,N,26,1
44,52240,MORTGAGE,,PERSONAL,E,22074,11.24,0.423,N,7,1
54,32256,OWN,2.3,EDUCATION,A,11036,6.01,0.342,N,2,0
64,44977,OWN,,VENTURE,A,10104,13.25,0.225,N,13,1
29,30782,MORTGAGE,6.3,DEBTCONSOLIDATION,B,27884,12.45,0.906,N,8,0
41,52485,MORTGAGE,1.6,PERSONAL,C,21730,12.89,0.414,N,23,0
58,83780,OWN,4.0,PERSONAL,B,22121,11.25,0.264,Y,3,1
37,34563,OWN,3.8,VENTURE,C,16454,10.29,0.476,N,27,1
31,87467,RENT,2.9,HOMEIMPROVEMENT,E,15040,6.37,0.172,N,2,0
22,33641,RENT,4.8,MEDICAL,D,7550,12.34,0.224,N,7,0
60,61005,RENT,12.2,MEDICAL,A,10025,13.36,0.164,N,6,0
47,37005,MORTGAGE,3.8,VENTURE,F,2976,12.4,0.08,Y,9,0
53,37705,RENT,7.5,PERSONAL,C,26329,9.83,0.698,N,13,0
28,16952,MORTGAGE,3.2,PERSONAL,F,28442,12.66,1.678,N,27,1
33,100197,RENT,12.8,EDUCATION,A,8917,13.99,0.089,N,5,0
20,40952,RENT,6.4,MEDICAL,A,29340,9.7,0.716,Y,26,1
34,45023,RENT,1.9,PERSONAL,A,26570,6.94,0.59,Y,2,1
27,27780,RENT,5.2,DEBTCONSOLIDATION,C,10406,12.67,0.375,N,6,1
48,78354,MORTGAGE,10.0,MEDICAL,C,7304,,0.093,N,22,0
63,68212,RENT,3.5,HOMEIMPROVEMENT,G,9638,12.36,0.141,N,6,0
25,43914,MORTGAGE,6.8,MEDICAL,B,21269,10.66,0.484,N,21,1
38,22669,RENT,2.7,PERSONAL,B,15425,5.99,0.68,N,10,0
34,43794,RENT,,EDUCATION,D,29973,9.65,0.684,N,12,0
24,25043,MORTGAGE,2.7,DEBTCONSOLIDATION,A,1694,10.51,0.068,N,29,0
33,26608,RENT,,MEDICAL,A,3032,5.0,0.114,N,13,1
45,44507,RENT,9.6,MEDICAL,C,26252,12.08,0.59,N,5,0
42,43040,RENT,11.8,EDUCATION,E,14771,5.0,0.343,N,20,0
60,54176,RENT,4.7,VENTURE,A,4964,11.49,0.092,Y,11,0
126,53167,RENT,10.3,HOMEIMPROVEMENT,B,19421,14.23,0.365,N,10,0
42,78627,RENT,18.8,DEBTCONSOLIDATION,A,29080,14.53,0.37,N,29,1
56,72723,MORTGAGE,4.3,VENTURE,E,8177,7.59,0.112,N,18,0
28,16429,RENT,11.0,EDUCATION,D,19416,24.0,1.182,N,24,1
25,39860,RENT,19.3,PERSONAL,C,29178,16.48,0.732,N,27,1
45,50626,RENT,13.9,PERSONAL,C,22972,10.66,0.454,N,15,0
24,25348,MORTGAGE,3.8,MEDICAL,B,23012,5.16,0.908,N,20,0
34,44973,RENT,10.3,EDUCATION,D,18291,16.44,0.407,N,25,1
28,31318,RENT,9.4,PERSONAL,D,14387,6.78,0.459,N,27,1
31,33248,OWN,6.7,EDUCATION,D,30152,12.69,0.907,N,23,0
20,55734,MORTGAGE,6.1,HOMEIMPROVEMENT,A,30214,13.55,0.542,N,15,1
48,41071,OWN,0.9,MEDICAL,E,17327,10.77,0.422,N,29,0
34,18594,RENT,,VENTURE,C,23631,12.89,1.271,N,6,0
35,58604,MORTGAGE,2.1,MEDICAL,B,22524,10.17,0.384,N,16,0
31,12667,MORTGAGE,,MEDICAL,A,10636,13.59,0.84,N,25,1
51,42951,MORTGAGE,8.1,DEBTCONSOLIDATION,C,17385,10.04,0.405,N,14,0
45,60707,MORTGAGE,7.2,MEDICAL,C,3051,8.87,0.05,N,20,0
45,49922,MORTGAGE,3.1,EDUCATION,A,13274,16.76,0.266,N,13,0
49,63861,MORTGAGE,3.2,DEBTCONSOLIDATION,C,30315,8.28,0.475,N,18,0
63,25681,MORTGAGE,6.6,HOMEIMPROVEMENT,D,2752,5.0,0.107,N,10,1
59,60912,MORTGAGE,8.7,HOMEIMPROVEMENT,B,14765,14.16,0.242,N,5,0
57,33693,RENT,1.5,HOMEIMPROVEMENT,B,17914,11.19,0.532,N,2,0
35,46409,RENT,10.0,HOMEIMPROVEMENT,A,21373,13.27,0.461,N,15,1
58,38040,OWN,3.4,EDUCATION,C,20390,6.74,0.536,N,4,0
36,56845,RENT,4.0,PERSONAL,C,2556,14.34,0.045,N,20,0
30,57375,MORTGAGE,1.1,HOMEIMPROVEMENT,D,5635,13.47,0.098,N,7,0
57,26087,MORTGAGE,7.5,DEBTCONSOLIDATION,B,26474,5.67,1.015,Y,26,0
31,29524,RENT,7.7,MEDICAL,B,22097,16.86,0.748,N,11,0
55,25611,RENT,2.9,HOMEIMPROVEMENT,D,4148,14.73,0.162,N,29,0
26,17496,MORTGAGE,,DEBTCONSOLIDATION,C,7469,13.78,0.427,N,2,1
48,116717,MORTGAGE,1.5,EDUCATION,C,25084,14.45,0.215,N,5,0
47,47477,RENT,0.3,DEBTCONSOLIDATION,D,13079,7.47,0.275,N,25,0
34,47583,MORTGAGE,5.1,MEDICAL,C,16022,9.37,0.337,N,6,0
47,27330,OTHER,3.4,PERSONAL,C,3286,,0.12,Y,10,1
36,48557,MORTGAGE,3.8,PERSONAL,A,11560,9.94,0.238,N,10,0
50,42929,RENT,2.8,VENTURE,D,15456,12.69,0.36,N,28,0
39,33106,RENT,1.3,HOMEIMPROVEMENT,G,1130,8.85,0.034,N,25,1
58,91042,RENT,5.7,EDUCATION,B,33847,10.53,0.372,N,18,0
59,36393,MORTGAGE,4.3,MEDICAL,E,30586,,0.84,N,12,1
28,77111,MORTGAGE,4.7,EDUCATION,B,21373,8.39,0.277,N,7,0
44,25839,RENT,7.6,MEDICAL,F,3395,12.76,0.131,N,13,1
62,66536,RENT,,PERSONAL,A,18658,8.72,0.28,N,7,1
40,37978,OWN,3.9,EDUCATION,A,32425,7.9,0.854,N,3,1
27,64197,MORTGAGE,16.1,PERSONAL,A,22322,14.12,0.348,N,8,0
33,43922,RENT,,VENTURE,D,4272,11.22,0.097,N,3,0
44,41684,RENT,1.8,MEDICAL,C,28431,11.39,0.682,N,28,1
60,103340,RENT,11.0,VENTURE,B,7325,13.72,0.071,N,15,1
25,41586,RENT,8.0,VENTURE,A,31352,9.22,0.754,N,17,1
36,97485,RENT,,EDUCATION,A,546,13.37,0.006,N,11,0
35,16299,RENT,,VENTURE,F,3394,14.87,0.208,N,22,1
35,66268,MORTGAGE,4.1,MEDICAL,C,11912,5.44,0.18,N,18,0
22,63129,RENT,11.4,MEDICAL,C,5358,5.31,0.085,N,17,0
55,80759,RENT,,EDUCATION,E,4795,,0.059,N,16,1
40,43358,MORTGAGE,8.5,MEDICAL,D,20152,14.3,0.465,N,3,1
21,69997,RENT,1.0,PERSONAL,A,24980,13.25,0.357,N,29,1
48,30562,RENT,8.3,PERSONAL,A,17479,10.51,0.572,N,12,1
24,56259,MORTGAGE,6.9,EDUCATION,C,14179,11.94,0.252,N,18,0
44,25016,MORTGAGE,,MEDICAL,C,1972,6.3,0.079,N,9,0
52,75380,RENT,3.2,MEDICAL,B,26682,10.48,0.354,N,7,0
63,28632,MORTGAGE,2.3,MEDICAL,A,27130,8.86,0.948,Y,20,1
20,71069,MORTGAGE,6.1,PERSONAL,A,3179,13.18,0.045,Y,20,0
53,118072,RENT,4.6,DEBTCONSOLIDATION,A,34228,9.45,0.29,N,15,0
43,22071,RENT,6.9,HOMEIMPROVEMENT,C,17280,7.49,0.783,N,20,0
34,48598,MORTGAGE,3.7,MEDICAL,D,11319,14.39,0.233,N,24,0
42,31648,RENT,8.2,PERSONAL,A,30868,14.06,0.975,N,3,1
46,96403,RENT,19.5,VENTURE,F,8885,11.67,0.092,N,10,0
37,50333,MORTGAGE,6.1,HOMEIMPROVEMENT,A,30817,13.79,0.612,N,15,1
64,68261,MORTGAGE,6.8,DEBTCONSOLIDATION,A,27517,9.59,0.403,N,23,0
34,61730,RENT,4.2,EDUCATION,A,11453,11.52,0.186,Y,25,0
64,41282,RENT,2.4,DEBTCONSOLIDATION,D,25481,15.03,0.617,N,29,1
27,57317,RENT,3.4,MEDICAL,B,17164,8.44,0.299,N,16,0
62,98111,RENT,8.0,EDUCATION,B,16053,10.57,0.164,Y,27,0
46,118157,MORTGAGE,5.4,DEBTCONSOLIDATION,A,22532,,0.191,N,11,1
43,25730,OWN,4.7,EDUCATION,F,21443,9.17,0.833,N,4,1
39,50611,RENT,14.5,MEDICAL,B,12987,7.94,0.257,N,17,0
45,47303,RENT,11.2,EDUCATION,B,3640,12.49,0.077,N,12,0
44,57479,RENT,2.6,DEBTCONSOLIDATION,E,33865,6.65,0.589,N,20,0
59,33170,MORTGAGE,3.9,PERSONAL,D,34253,10.27,1.033,Y,16,1
25,44606,MORTGAGE,3.5,EDUCATION,A,21007,8.34,0.471,N,17,1
47,57353,RENT,6.5,VENTURE,C,23691,9.82,0.413,N,20,0
52,24022,RENT,18.8,MEDICAL,C,30308,7.64,1.262,N,24,1
24,79857,OWN,0.9,DEBTCONSOLIDATION,A,30515,6.03,0.382,Y,7,0
34,20675,RENT,3.8,HOMEIMPROVEMENT,B,24765,12.46,1.198,N,5,1
27,179292,OWN,9.3,EDUCATION,E,24649,14.73,0.137,N,19,0
62,59532,RENT,8.0,DEBTCONSOLIDATION,D,4942,9.84,0.083,N,26,1
51,23977,MORTGAGE,5.7,MEDICAL,B,10617,11.07,0.443,N,29,0
60,87322,RENT,13.3,EDUCATION,D,19970,5.7,0.229,N,5,0
41,38470,RENT,14.2,MEDICAL,A,27361,6.39,0.711,N,5,1
24,93711,RENT,0.8,PERSONAL,A,29614,9.49,0.316,N,26,1
63,13192,MORTGAGE,5.0,EDUCATION,D,21038,9.69,1.595,N,17,1
41,52416,RENT,3.4,VENTURE,D,19706,13.49,0.376,N,19,1
62,60671,RENT,2.8,HOMEIMPROVEMENT,B,31278,10.98,0.516,Y,17,1
40,48982,OWN,10.9,HOMEIMPROVEMENT,F,12882,7.99,0.263,N,22,0
35,54800,MORTGAGE,3.5,HOMEIMPROVEMENT,B,29018,11.54,0.53,N,25,0
21,64749,MORTGAGE,3.9,EDUCATION,E,31650,5.0,0.489,N,9,0
60,17748,RENT,5.6,DEBTCONSOLIDATION,E,2557,12.71,0.144,N,14,1
37,47449,RENT,7.2,HOMEIMPROVEMENT,A,6724,14.14,0.142,N,17,0
47,61271,MORTGAGE,1.3,DEBTCONSOLIDATION,B,12846,7.63,0.21,N,20,0
60,81696,MORTGAGE,4.7,VENTURE,C,27219,12.3,0.333,N,13,0
63,41234,RENT,3.4,MEDICAL,A,4635,6.58,0.112,N,28,1
33,29680,MORTGAGE,8.5,MEDICAL,A,12760,,0.43,N,6,0
38,24611,MORTGAGE,23.2,HOMEIMPROVEMENT,F,11642,10.0,0.473,N,28,0
23,41859,RENT,8.8,DEBTCONSOLIDATION,C,20410,12.66,0.488,N,3,0
45,80014,MORTGAGE,4.6,DEBTCONSOLIDATION,A,6230,,0.078,N,28,0
52,127735,RENT,5.7,PERSONAL,A,17267,9.65,0.135,N,27,0
58,30230,RENT,8.6,EDUCATION,B,33996,7.46,1.125,Y,29,0
63,62618,RENT,11.6,PERSONAL,B,33344,11.66,0.532,N,7,0
60,37010,MORTGAGE,8.6,HOMEIMPROVEMENT,D,32292,10.5,0.873,N,19,1
60,28511,MORTGAGE,,DEBTCONSOLIDATION,C,4277,12.06,0.15,N,5,0
36,38567,RENT,,PERSONAL,D,2043,12.38,0.053,N,8,0
21,28887,RENT,3.2,HOMEIMPROVEMENT,B,11013,13.56,0.381,N,17,1
51,55061,OWN,,EDUCATION,E,32141,9.63,0.584,Y,24,1
49,71424,MORTGAGE,4.5,EDUCATION,B,20620,15.68,0.289,N,22,0
38,50327,MORTGAGE,10.7,EDUCATION,A,8239,8.78,0.164,Y,16,0
27,37396,RENT,2.8,EDUCATION,F,5464,13.0,0.146,Y,15,0
42,44976,RENT,0.3,DEBTCONSOLIDATION,E,886,10.72,0.02,Y,25,0
45,60396,MORTGAGE,1.5,MEDICAL,A,23100,10.8,0.382,N,18,0
53,90217,RENT,8.2,DEBTCONSOLIDATION,A,3702,11.16,0.041,Y,26,0
42,70256,MORTGAGE,1.9,EDUCATION,A,15821,11.15,0.225,N,20,0
63,113980,MORTGAGE,2.2,HOMEIMPROVEMENT,A,2578,8.24,0.023,N,8,1
61,25331,MORTGAGE,2.6,MEDICAL,F,27899,15.24,1.101,N,23,1
21,153308,RENT,14.6,HOMEIMPROVEMENT,C,26707,13.91,0.174,Y,5,0
57,94349,MORTGAGE,7.0,MEDICAL,D,18112,13.22,0.192,N,9,1
57,42633,RENT,4.5,VENTURE,C,4408,9.06,0.103,N,27,0
63,90533,RENT,11.9,MEDICAL,C,6096,10.81,0.067,N,24,0
20,57626,RENT,4.3,HOMEIMPROVEMENT,C,3386,8.63,0.059,N,10,0
38,68272,RENT,3.7,HOMEIMPROVEMENT,F,3031,7.51,0.044,N,10,0
35,89523,RENT,0.7,MEDICAL,D,16246,11.37,0.181,N,12,0
38,42995,RENT,7.8,MEDICAL,F,27167,7.06,0.632,N,19,0
58,93145,RENT,17.1,DEBTCONSOLIDATION,A,24764,9.71,0.266,Y,15,1
43,67235,RENT,5.5,MEDICAL,A,23272,13.45,0.346,N,5,0
28,118683,RENT,3.2,MEDICAL,C,33171,7.1,0.279,N,7,1
54,38875,RENT,3.7,HOMEIMPROVEMENT,A,20448,9.17,0.526,N,2,1
46,42124,RENT,1.1,HOMEIMPROVEMENT,A,4589,7.95,0.109,N,20,0
24,150379,MORTGAGE,6.9,MEDICAL,A,9424,7.44,0.063,N,9,0
51,54501,RENT,6.4,EDUCATION,A,12545,10.82,0.23,N,23,0
60,59339,MORTGAGE,5.7,EDUCATION,A,8424,12.57,0.142,N,4,0
62,65533,RENT,,EDUCATION,G,20114,14.48,0.307,N,22,0
29,54569,RENT,8.0,MEDICAL,A,17773,15.02,0.326,Y,17,0
51,67971,OWN,6.2,PERSONAL,C,24787,13.06,0.365,N,4,0
45,90417,MORTGAGE,7.3,MEDICAL,D,9164,6.58,0.101,N,25,0
46,43969,RENT,1.2,PERSONAL,C,22672,7.61,0.516,Y,14,1
49,28907,MORTGAGE,1.2,DEBTCONSOLIDATION,C,12607,7.68,0.436,N,5,1
49,36495,RENT,4.6,DEBTCONSOLIDATION,B,5245,12.1,0.144,N,28,0
31,33772,RENT,9.1,VENTURE,A,21751,14.5,0.644,N,21,1
28,48252,MORTGAGE,6.9,DEBTCONSOLIDATION,D,10199,11.79,0.211,N,13,0
26,136899,MORTGAGE,2.5,PERSONAL,C,12383,16.75,0.09,N,2,0
26,37581,RENT,,VENTURE,A,32299,15.18,0.859,N,2,0
62,109749,RENT,4.9,MEDICAL,F,28542,16.2,0.26,N,2,0
36,55974,MORTGAGE,2.1,DEBTCONSOLIDATION,E,30497,14.65,0.545,N,23,1
28,72465,RENT,7.2,EDUCATION,C,32685,15.77,0.451,N,19,0
21,54603,MORTGAGE,8.5,VENTURE,D,27658,7.91,0.507,N,2,0
42,51437,OTHER,4.2,PERSONAL,A,15679,5.0,0.305,N,8,0
31,51879,MORTGAGE,7.0,EDUCATION,E,24844,11.09,0.479,N,16,1
37,39032,OWN,8.4,EDUCATION,E,9101,,0.233,N,23,1
38,100572,RENT,2.3,MEDICAL,B,26680,8.56,0.265,N,2,0
60,22051,RENT,13.2,PERSONAL,G,28967,10.73,1.314,N,10,1
62,54705,OWN,2.8,PERSONAL,A,6848,11.11,0.125,N,8,1
59,21777,MORTGAGE,4.0,PERSONAL,B,1244,11.94,0.057,N,24,1
33,59794,RENT,5.4,HOMEIMPROVEMENT,A,26378,13.09,0.441,N,12,0
44,70723,MORTGAGE,2.1,DEBTCONSOLIDATION,D,3743,9.41,0.053,N,16,0
62,41517,MORTGAGE,11.2,PERSONAL,G,21496,12.74,0.518,N,19,0
58,75474,RENT,4.2,DEBTCONSOLIDATION,A,34915,8.32,0.463,N,14,1
24,46698,RENT,,PERSONAL,C,19022,18.12,0.407,Y,9,0
52,31370,RENT,3.0,VENTURE,D,24256,17.49,0.773,N,7,0
33,60928,MORTGAGE,5.8,MEDICAL,D,25601,7.03,0.42,N,28,0
55,68996,MORTGAGE,0.6,DEBTCONSOLIDATION,F,19624,12.96,0.284,N,26,1
32,32227,RENT,9.4,MEDICAL,B,27427,14.93,0.851,N,7,1
24,22001,OWN,0.6,PERSONAL,B,7820,11.54,0.355,N,28,0
20,29198,MORTGAGE,6.4,DEBTCONSOLIDATION,C,26833,,0.919,N,22,1
56,130744,MORTGAGE,5.5,HOMEIMPROVEMENT,D,28808,18.03,0.22,N,4,0
42,49427,MORTGAGE,2.7,HOMEIMPROVEMENT,C,19092,7.26,0.386,N,9,1
28,30071,RENT,9.0,HOMEIMPROVEMENT,C,21570,,0.717,N,12,0
33,65799,MORTGAGE,1.7,DEBTCONSOLIDATION,A,18623,14.89,0.283,N,13,0
32,83035,MORTGAGE,2.8,PERSONAL,B,19593,17.44,0.236,N,3,1
45,49328,MORTGAGE,6.1,EDUCATION,D,23066,14.24,0.468,Y,18,1
28,65862,MORTGAGE,3.6,PERSONAL,E,18506,8.93,0.281,N,9,0
51,33568,RENT,10.7,HOMEIMPROVEMENT,B,19237,9.62,0.573,N,24,1
26,108935,RENT,1.8,HOMEIMPROVEMENT,G,28616,7.71,0.263,N,3,0
40,20864,RENT,5.8,MEDICAL,B,7107,,0.341,N,6,0
40,32681,MORTGAGE,8.2,VENTURE,B,10256,9.65,0.314,N,2,0
57,97404,OWN,2.1,EDUCATION,C,14891,8.35,0.153,N,23,0
30,28282,RENT,1.2,PERSONAL,A,21989,10.42,0.777,N,24,0
29,38898,RENT,14.0,EDUCATION,B,30939,15.22,0.795,Y,18,0
30,39181,MORTGAGE,4.2,HOMEIMPROVEMENT,A,4840,16.72,0.124,Y,21,0
56,54009,MORTGAGE,2.5,DEBTCONSOLIDATION,D,8422,5.84,0.156,N,13,1
38,92472,RENT,0.8,PERSONAL,A,31164,9.01,0.337,N,19,1
62,54587,OTHER,10.4,EDUCATION,A,14062,10.1,0.258,N,21,0
28,70377,MORTGAGE,1.0,PERSONAL,B,17862,14.35,0.254,N,21,1
20,31327,RENT,7.7,PERSONAL,D,22729,13.26,0.726,N,25,1
59,30229,MORTGAGE,6.7,MEDICAL,A,17017,17.9,0.563,N,19,1
41,18070,RENT,4.7,DEBTCONSOLIDATION,E,16419,15.29,0.909,N,28,1
40,134765,MORTGAGE,5.3,PERSONAL,A,29525,,0.219,N,29,0
62,27294,MORTGAGE,11.4,PERSONAL,A,11133,13.0,0.408,N,3,1
51,35786,RENT,10.4,DEBTCONSOLIDATION,A,11599,7.0,0.324,N,2,0
43,54822,RENT,11.6,MEDICAL,F,26648,12.43,0.486,Y,11,1
47,28884,RENT,6.6,DEBTCONSOLIDATION,A,12473,8.51,0.432,N,9,0
43,42101,MORTGAGE,14.1,PERSONAL,C,22381,14.58,0.532,N,2,1
57,35989,OWN,,PERSONAL,B,21057,13.96,0.585,N,15,1
57,63319,OTHER,6.2,VENTURE,B,33587,5.0,0.53,N,11,0
35,198797,RENT,11.0,EDUCATION,C,31220,8.75,0.157,N,19,1
51,42101,OWN,8.2,EDUCATION,A,15092,7.58,0.358,N,3,0
30,84181,MORTGAGE,9.9,PERSONAL,A,5420,9.53,0.064,N,14,0
38,21111,RENT,1.5,DEBTCONSOLIDATION,C,29453,5.0,1.395,Y,10,1
35,29236,OWN,,MEDICAL,G,6543,8.05,0.224,N,14,1
25,39610,RENT,7.3,EDUCATION,A,10433,14.78,0.263,N,10,0
25,117580,RENT,6.2,HOMEIMPROVEMENT,E,31698,11.07,0.27,N,13,1
38,64651,RENT,7.9,DEBTCONSOLIDATION,F,8140,,0.126,N,5,0
26,24785,MORTGAGE,6.0,EDUCATION,A,27005,11.59,1.09,N,26,0
36,43089,OWN,,MEDICAL,C,32722,15.88,0.759,N,7,1
47,45540,MORTGAGE,2.4,HOMEIMPROVEMENT,B,23910,8.34,0.525,N,11,1
62,56921,RENT,8.3,DEBTCONSOLIDATION,D,33564,9.16,0.59,N,2,0
44,59336,MORTGAGE,2.0,MEDICAL,D,21648,13.31,0.365,Y,27,1
45,121299,OWN,12.7,MEDICAL,E,17670,9.61,0.146,N,21,1
34,58434,MORTGAGE,3.3,EDUCATION,A,13895,9.94,0.238,N,9,1
47,24179,MORTGAGE,5.3,MEDICAL,C,34273,9.57,1.417,N,29,1
61,60683,RENT,8.4,VENTURE,C,34344,8.04,0.566,N,11,1
20,51791,RENT,7.7,DEBTCONSOLIDATION,D,6115,9.5,0.118,Y,11,0
29,79239,RENT,,EDUCATION,A,33962,8.37,0.429,N,21,1
33,54048,MORTGAGE,8.7,EDUCATION,B,7895,17.18,0.146,Y,24,0
